,Цена,Латитуда,Лонгитуда,Бројнасоби,Квадратура,Бројнаспратови,Греење,Дворнаповршина,Типнадомот,Состојба,Опрема,Бројнабалкони,Бројнабањи,Подрум,Бројнапаркинг/гаража,Ориентација,Годинанаградба,Адреса,Годинанареновирање
401,16500€,41.715954,21.770997,4,100m²,2спрата,Нема,50m²,Дуплекс-Лепенакуќа,Стара,Полунаместен,1Балкон,1,Да,Нема,Југозапад,1965,OrdanDzinot43,1990
402,69999€,42.052075,21.450415,5,120m²,1спрат,Струја,270m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,3Балкони,3,Да,2Паркингместа,Југоисток,1986,Radisanskabr30,
403,9000€,41.3488572294019,21.5611143014661,1,85m²,Приземје,Нема,70m²,Останато,Воградба,Празен,Нема,1,Не,4Паркингместа,Југ,,DimeDimeski,
404,По договор,42.205478,22.333429,7,100m²,2спрата,Дрва,30m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,1Балкон,1,Да,1Паркинг,Југ,,UlOrceNikolov,
405,120€,42.1385865325543,21.6883850097656,5,180m²,1спрат,Дрва,800m²,Еднасемејнакуќа-Самостојна,Нова,Наместен,3Балкони,2,Не,Гаража+1Паркинг,Исток,2010,Donebozinov271br10,2010
406,1€,41.9900812929134,21.426305111212,35,172m²,2спрата,Струја,202m²,Дуплекс-Лепенакуќа,Реновирана,Празен,1Балкон,2,Да,2Паркингместа,Југ,1970,ul50Divizija,1990
407,2€,42.0330350198559,21.4494017726037,5,360m²,3спрата,Друго,350m²,Еднасемејнакуќа-Самостојна,Нова,Полунаместен,5Балкони,3,Да,Гаража+1Паркинг,Север,2001,HoShiMin,2001
408,По договор,41.3407185149017,21.3322899567955,5,180m²,2спрата,Дрва,13000m²,Еднасемејнакуќа-Самостојна,Нова,Празен,2Балкони,2,Да,1Гаража,Запад,,Krivogastani,
409,103000€,42.132926,21.715878,5,100m²,1спрат,Струја,125m²,Дуплекс-Лепенакуќа,Реновирана,Полунаместен,1Балкон,1,Да,Гаража+2Паркингместа,Југ,1965,ВукКараџиќ401300Куманово,2010
410,8€,41.7445156415856,22.2086796147796,8,350m²,2спрата,Централно,150m²,Еднасемејнакуќа-Самостојна,Воградба,Полунаместен,3Балкони,4,Да,Гаража+Повеќеод4паркингместа,Исток,2005,Asnom73a,2005
411,1€,42.1316797094249,21.7174847392097,10,240m²,3спрата,Централно,300m²,Двo-семејнакуќа,Стара,Наместен,4Балкони,3,Да,2Паркингместа,Североисток,2006,SaltirNaumov8,2013
412,1€,41.9870695865131,21.4519291484375,4,90m²,Приземје,Струја,90m²,Останато,Стара,Празен,Тераса+1Балкон,1,Да,1Паркинг,Запад,,Влае,
413,1€,41.991502,21.39781,5,600m²,2спрата,Централно,400m²,Еднасемејнакуќа-Самостојна,Нова,Полунаместен,3Балкони,3,Да,3Паркингместа,Југ,,Vlae,
414,55000€,42.052075,21.450415,3,61m²,Приземје,Дрва,438m²,Еднасемејнакуќа-Самостојна,Реновирана,Полунаместен,1Тераса,1,Не,2Паркингместа,Исток,2005,РадишанскаЛево,2017
415,37000€,41.111733,20.798579,6,220m²,2спрата,Дрва,500m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,2Балкони,2,Не,2Паркингместа,Југ,,охрид,
416,110000€,42.013646,21.32586,3,100m²,Приземје,Дрва,130m²,Останато,Реновирана,Полунаместен,1Тераса,1,Да,1Паркинг,Северозапад,,UlLjubin,
417,99999€,42.009423,20.971549,8,431m²,3спрата,Дрва,300m²,Еднасемејнакуќа-Самостојна,Стара,Празен,2Балкони,2,Да,Гаража+1Паркинг,Југоисток,,Pevcina,
418,По договор,41.438304,22.004864,6,250m²,2спрата,Струја,250m²,Половинакуќа,Нова,Наместен,3Балкони,2,Да,1Паркинг,Исток,,BelKamen,
419,1€,42.052075,21.450415,4,80m²,Приземје,Нема,370m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Балкон,1,Не,Гаража+1Паркинг,Север,,Hosimin-Butel1,
420,1€,41.8865182328896,22.5117659678395,10,180m²,2спрата,Дрва,450m²,Еднасемејнакуќа-Самостојна,Стара,Празен,4Балкони,2,Да,2Паркингместа,Југ,1974,,
421,20000€,41.346182,21.553379,45,100m²,Приземје,Дрва,100m²,Еднасемејнакуќа-Самостојна,Стара,Наместен,1Тераса,1,Да,1Гаража,Југ,,Debarca,
422,По договор,41.865485,21.940845,5,110m²,1спрат,Нема,350m²,Еднасемејнакуќа-Самостојна,Нова,Празен,3Балкони,2,Да,3Паркингместа,Запад,2011,GoceDelcevbb,
423,199000€,41.924335,22.404964,5,,2спрата,Друго,,Еднасемејнакуќа-Самостојна,Стара,Празен,1Балкон,2,Не,3Паркингместа,Исток,,TodosijaPaunov35,
424,180000€,41.111733,20.798579,7,365m²,3спрата,Дрва,285m²,Еднасемејнакуќа-Самостојна,Реновирана,Празен,2Балкони,2,Да,2Паркингместа,Југозапад,,UlGoceDelcev,
425,1€,41.9870695865131,21.4519291484375,13,500m²,2спрата,Друго,1100m²,Еднасемејнакуќа-Самостојна,Реновирана,Празен,3Балкони,4,Да,4Паркингместа,Север,,AcoKaramanov,2018
426,40000€,42.00877,21.45126,3,50m²,Приземје,Струја,770m²,Еднасемејнакуќа-Самостојна,Нова,Празен,Нема,1,Не,Повеќеод4паркингместа,Исток,2000,Jurumleri,2000
427,85000€,41.745515,22.19396,7,240m²,2спрата,Дрва,400m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,2Балкони,2,Не,2Паркингместа,Исток,1990,StarKaraorman,
428,1€,42.12616249393,21.719270924938,6,200m²,3спрата,Дрва,1m²,Еднасемејнакуќа-Самостојна,Стара,Наместен,1Балкон,2,Да,2Паркингместа,Северозапад,,Narodnarevolucija132,
429,60000€,41.9383554585464,21.5398787820358,8,162m²,2спрата,Дрва,333m²,Еднасемејнакуќа-Самостојна,Реновирана,Полунаместен,1Балкон,1,Да,2Паркингместа,Југ,1982,УлСердарот12/11,2012
430,47000€,41.7100291939501,21.7877516615558,9,221m²,2спрата,Друго,70m²,Двo-семејнакуќа,Реновирана,Полунаместен,2Балкони,2,Да,1Гаража,Исток,1991,ProhorPchinjski47,2013
431,350000€,41.9769501614151,21.4297788931733,9,300m²,3спрата,Централно,500m²,Еднасемејнакуќа-Самостојна,Нова,Наместен,3Балкони,Повеќеод4,Да,2Паркингместа,Североисток,2019,PandoKljashev96,
432,1€,41.931839,21.502835,5,341m²,2спрата,Дрва,267m²,Еднасемејнакуќа-Самостојна,Стара,Празен,2Балкони,3,Да,1Паркинг,Исток,,,
433,1€,42.0007656285104,21.487094312439,45,81m²,Приземје,Струја,164m²,Дуплекс-Лепенакуќа,Реновирана,Наместен,2Балкони,1,Да,1Паркинг,Исток,1985,AnriBarbis5а,2015
434,105000€,41.9870695865131,21.4519291484375,45,150m²,2спрата,Друго,700m²,Дуплекс-Лепенакуќа,Стара,Полунаместен,2Балкони,2,Да,Гаража+Повеќеод4паркингместа,Исток,1980,nasRadisani,1980
435,1€,40.8927096025782,21.1074649359777,7,385m²,1спрат,Друго,190m²,Еднасемејнакуќа-Самостојна,Нова,Наместен,1Балкон,2,Не,Гаража+Повеќеод4паркингместа,Југ,,сНаколец-Ресен,
436,245000€,41.991502,21.39781,7,193m²,2спрата,Друго,150m²,Еднасемејнакуќа-Самостојна,Реновирана,Празен,2Балкони,3,Не,2Паркингместа,Исток,,,
437,95000€,42.044503799246,21.4422464090544,8,160m²,2спрата,Струја,395m²,Двo-семејнакуќа,Стара,Наместен,2Балкони,2,Да,Повеќеод4паркингместа,Запад,2005,Prizrenska2/9,2005
438,По договор,41.9870695865131,21.4519291484375,4,113m²,1спрат,Струја,170m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,1Тераса,1,Не,1Паркинг,Север,,Izvor,
439,1€,41.031728,21.329358,10,200m²,3спрата,Централно,100m²,,,,,,,,,,,
440,По договор,41.715954,21.770997,9,200m²,3спрата,Друго,150m²,Еднасемејнакуќа-Самостојна,Нова,Наместен,5Балкони,2,Да,1Гаража,Исток,2018,PancheVaskov65,
441,165000€,41.931839,21.502835,5,222m²,2спрата,Дрва,200m²,Еднасемејнакуќа-Самостојна,Нова,Наместен,3Балкони,2,Да,4Паркингместа,Југозапад,2013,ulSASA,
442,1€,41.031728,21.329358,4,75m²,Приземје,Централно,40m²,,,,,,,,,,,
443,1€,41.031728,21.329358,15,265m²,3спрата,Централно,60m²,,,,,,,,,,,
444,90500€,42.013646,21.32586,6,300m²,2спрата,Централно,200m²,Еднасемејнакуќа-Самостојна,Нова,Наместен,2Балкони,2,Да,Гаража+2Паркингместа,Исток,2016,Ul1br19/b,
445,480000€,41.991502,21.39781,8,327m²,2спрата,Друго,370m²,Еднасемејнакуќа-Самостојна,Нова,Луксузен,4Балкони,3,Да,4Паркингместа,Југ,,,
446,690000€,41.931839,21.502835,8,408m²,2спрата,Друго,599m²,Еднасемејнакуќа-Самостојна,Нова,Наместен,2Балкони,Повеќеод4,Да,4Паркингместа,Североисток,2009,,
447,47000€,42.132926,21.715878,5,85m²,2спрата,Струја,120m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,2Балкони,2,Да,2Паркингместа,Југозапад,1975,Dudodindikj,
448,390€,42.132926,21.715878,15,410m²,3спрата,Струја,650m²,Еднасемејнакуќа-Самостојна,Нова,Наместен,Повеќеод5балкони,Повеќеод4,Да,Гаража+2Паркингместа,Југ,2010,Avnoj,
449,70000€,41.0249946178266,21.3054713439661,4,90m²,1спрат,Друго,150m²,Двo-семејнакуќа,Нова,Наместен,3Балкони,2,Да,1Гаража,Север,1995,ulKOCOCOLAKOV,
450,155000€,42.052075,21.450415,8,260m²,2спрата,Дрва,380m²,Дуплекс-Лепенакуќа,Стара,Празен,4Балкони,4,Да,Гаража+2Паркингместа,Југ,1990,ulAndreMazon,
451,150000€,42.0523446568223,21.5068710296894,4,150m²,3спрата,Централно,740m²,Вила,Реновирана,Полунаместен,1Балкон,1,Не,Гаража+Повеќеод4паркингместа,Југоисток,1,Cresevo,1
452,1€,42.1150367415282,21.7393552254621,7,402m²,3спрата,Нема,460m²,Еднасемејнакуќа-Самостојна,Нова,Празен,3Балкони,3,Да,1Паркинг,Исток,2018,ЉМИХАЈЛОВИЌ16,2018
453,520000€,41.9870695865131,21.4519291484375,8,560m²,1спрат,Централно,50m²,Двo-семејнакуќа,Реновирана,Празен,2Балкони,4,Да,1Гаража,Југ,,жданец,
454,330000€,42.0049646509167,21.4154009359481,10,330m²,2спрата,Централно,330m²,Мултисемејнакуќа,Стара,Наместен,2Балкони,4,Не,Гаража+Повеќеод4паркингместа,Северозапад,,,
