,Цена,Латитуда,Лонгитуда,Бројнасоби,Квадратура,Греење,Спрат,Типнастанот,Состојба,Опрема,Лифт,Годинанаградба,Бројнабалкони,Бројнабањи,Подрум,Бројнапаркинг/гаража,Ориентација,Адреса,Годинанареновирање
160,1100€,41.931839,21.502835,5,77m²,Друго,3кат,ВоЗграда,Реновиран,Наместен,Да,2007,1Балкон,2,Не,Нема,Исток,,2019
161,47000€,41.931839,21.502835,1,37m²,Струја,5кат,ВоЗграда,Стар,Полунаместен,Да,,1Балкон,1,Не,1Паркинг,Северозапад,,
162,120000€,41.931839,21.502835,4,140m²,Централно,7кат,ВоЗграда,Нов,Празен,Да,2010,1Балкон,1,Не,Нема,Исток,,
163,78000€,41.9870695865131,21.4519291484375,35,70m²,Централно,4кат,ВоЗграда,Реновиран,Празен,Да,1980,2Балкони,1,Да,1Паркинг,Северозапад,,2018
164,78000€,41.9870695865131,21.4519291484375,3,71m²,Централно,Приземје,ВоЗграда,Реновиран,Наместен,Да,,1Балкон,1,Да,1Паркинг,Северозапад,POZADIPALMA,2015
165,75000€,41.9870695865131,21.4519291484375,2,78m²,Централно,3кат,ВоЗграда,Стар,Празен,Не,,2Балкони,1,Не,Нема,Југоисток,,
166,31000€,41.9870695865131,21.4519291484375,1,30m²,Централно,Приземје,ВоЗграда,Стар,Празен,Не,,Нема,1,Не,1Паркинг,Исток,,
167,62000€,41.9870695865131,21.4519291484375,3,67m²,Нема,5кат,ВоЗграда,Реновиран,Наместен,Не,,1Балкон,1,Не,1Паркинг,Југ,POZADISKOPJANKA,
168,87500€,41.949632,21.502494,3,96m²,Централно,4кат,ВоЗграда,Стар,Празен,Не,,1Балкон,1,Да,1Паркинг,Исток,,
169,79500€,41.9870695865131,21.4519291484375,3,85m²,Струја,3кат,ВоЗграда,Стар,Наместен,Да,,1Балкон,2,Да,1Паркинг,Југозапад,,
170,67000€,41.931839,21.502835,3,68m²,Струја,2кат,ВоЗграда,Стар,Наместен,Да,2012,2Балкони,1,Не,1Паркинг,Југозапад,,
171,86000€,41.9870695865131,21.4519291484375,3,108m²,Централно,4кат,ВоЗграда,Реновиран,Наместен,Да,,1Балкон,2,Не,Нема,Запад,,
172,81500€,41.9870695865131,21.4519291484375,3,78m²,Централно,10кат,ВоЗграда,Реновиран,Празен,Да,,1Тераса,2,Да,Повеќеод3паркингместа,Југоисток,,
173,134900€,42.00010438133,21.3942707142476,4,116m²,Струја,2кат,ВоЗграда,Реновиран,Наместен,Не,,3Балкони,Повеќеод2,Не,2Паркингместа,Југозапад,,
174,42000€,41.993825,21.436139,2,53m²,Друго,6кат,ВоЗграда,Нов,Празен,Да,,1Балкон,1,Не,1Паркинг,Север,Cair,
175,50500€,41.931839,21.502835,2,42m²,Струја,Приземје,ВоЗграда,Воградба,Празен,Не,2022,Нема,1,Не,Нема,Исток,,
176,56400€,41.931839,21.502835,2,42m²,Струја,Приземје,ВоЗграда,Воградба,Празен,Да,2022,Нема,1,Не,Нема,Исток,,
177,60000€,41.949632,21.502494,3,62m²,Централно,5кат,ВоЗграда,Реновиран,Празен,Не,,1Балкон,1,Не,1Паркинг,Југ,Aerodrom,
178,57000€,41.931839,21.502835,25,60m²,Струја,2кат,ВоЗграда,Нов,Наместен,Да,,1Балкон,1,Не,1Паркинг,Југ,Pripor,
179,65550€,41.931839,21.502835,3,57m²,Централно,2кат,ВоЗграда,Реновиран,Празен,Да,,1Балкон,1,Не,1Гаража,Југ,KVoda,
180,155000€,41.9870695865131,21.4519291484375,4,90m²,Струја,2кат,ВоЗграда,Нов,Луксузен,Да,2016,Тераса+1Балкон,2,Не,Повеќеод3паркингместа,Североисток,TodorAleksandrov,2016
181,70000€,41.9870695865131,21.4519291484375,3,69m²,Централно,3кат,ВоЗграда,Реновиран,Празен,Не,,2Балкони,1,Не,1Паркинг,Северозапад,NovoLisice,
182,85250€,41.9870695865131,21.4519291484375,3,55m²,Централно,5кат,ВоЗграда,Воградба,Празен,Да,2022,1Балкон,1,Не,1Паркинг,Запад,,
183,98000€,41.991502,21.39781,3,85m²,Струја,Приземје,ВоЗграда,Воградба,Празен,Не,,Нема,2,Да,1Паркинг,Југозапад,VLAE,
184,54000€,41.5059398094636,20.9540391152899,3,71m²,Струја,1кат,ВоЗграда,Нов,Наместен,Да,2017,1Тераса,1,Не,Нема,Североисток,11Септември551/2,
185,94000€,41.949632,21.502494,3,85m²,Централно,7кат,ВоЗграда,Реновиран,Наместен,Да,2014,1Балкон,2,Не,1Гаража,Исток,Aerodrom,
186,65600€,41.949632,21.502494,2,44m²,Струја,8кат,ВоЗграда,Нов,Празен,Да,2021,1Тераса,1,Не,1Паркинг,Југоисток,Aеродром,
187,58000€,42.013646,21.32586,2,68m²,Струја,1кат,ВоЗграда,Нов,Полунаместен,Да,,1Балкон,1,Не,1Паркинг,Север,,
188,970€,42.013646,21.32586,2,53m²,Струја,1кат,ВоЗграда,Нов,Празен,Да,,1Балкон,1,Не,Нема,Запад,,
189,69000€,41.978187,21.427388,3,68m²,Централно,4кат,ВоЗграда,Стар,Празен,Не,,3Балкони,1,Не,Нема,Запад,,
190,970€,42.013646,21.32586,2,40m²,Струја,6кат,ВоЗграда,Нов,Празен,Да,,1Балкон,1,Не,Нема,Запад,,
191,970€,42.013646,21.32586,3,65m²,Струја,6кат,ВоЗграда,Нов,Празен,Да,,1Балкон,2,Не,Нема,Југоисток,,
192,970€,42.013646,21.32586,3,65m²,Струја,1кат,ВоЗграда,Нов,Празен,Да,,1Балкон,2,Не,Нема,Запад,,
193,970€,42.013646,21.32586,2,56m²,Струја,1кат,ВоЗграда,Нов,Празен,Да,,1Балкон,1,Не,Нема,Исток,,
194,89000€,41.991502,21.39781,4,77m²,Струја,1кат,ВоЗграда,Воградба,Празен,Не,,1Балкон,2,Не,Нема,Југоисток,,
195,970€,42.013646,21.32586,3,69m²,Струја,1кат,ВоЗграда,Нов,Празен,Да,,1Балкон,1,Не,Нема,Запад,,
196,54000€,41.991502,21.39781,2,47m²,Струја,1кат,ВоЗграда,Воградба,Празен,Не,,1Балкон,1,Не,Нема,Север,,
197,70500€,41.931839,21.502835,3,64m²,Струја,5кат,ВоЗграда,Воградба,Празен,Да,2021,1Балкон,1,Не,Нема,Север,,
198,68000€,41.931839,21.502835,3,55m²,Струја,Приземје,ВоЗграда,Стар,Празен,Не,,2Балкони,1,Не,Нема,Североисток,,
199,45000€,41.931839,21.502835,2,41m²,Струја,5кат,ВоЗграда,Воградба,Празен,Да,,1Балкон,1,Не,Нема,Југ,,
200,48500€,41.931839,21.502835,2,44m²,Струја,5кат,ВоЗграда,Воградба,Празен,Да,2021,1Балкон,1,Не,Нема,Југ,,
201,80000€,41.931839,21.502835,3,67m²,Централно,4кат,ВоЗграда,Нов,Празен,Да,,2Балкони,1,Не,Нема,Запад,,
202,65000€,41.991502,21.39781,3,52m²,Централно,1кат,ВоЗграда,Воградба,Празен,Да,,1Балкон,1,Не,Нема,Север,,
203,115000€,41.991502,21.39781,3,75m²,Струја,6кат,ВоЗграда,Реновиран,Наместен,Да,,1Балкон,1,Не,1Паркинг,Југ,KOZLE,
204,55000€,42.003425,21.463615,2,61m²,Централно,8кат,ВоЗграда,Стар,Празен,Да,,1Балкон,1,Да,Нема,Југоисток,,
205,79000€,41.931839,21.502835,3,60m²,Струја,2кат,ВоЗграда,Реновиран,Полунаместен,Да,,1Балкон,1,Не,Нема,Запад,,
206,85000€,41.949632,21.502494,3,94m²,Струја,4кат,ВоЗграда,Стар,Празен,Не,,2Балкони,2,Да,Нема,Исток,,
207,81000€,41.949632,21.502494,3,95m²,Централно,5кат,ВоЗграда,Стар,Празен,Да,,3Балкони,2,Да,Нема,Југ,,
208,103000€,41.931839,21.502835,3,82m²,Струја,3кат,ВоЗграда,Нов,Празен,Да,,1Балкон,2,Не,Нема,Исток,,
209,50000€,42.00877,21.45126,3,77m²,Централно,4кат,ВоЗграда,Стар,Празен,Не,,2Балкони,1,Не,Нема,Југ,,
210,830€,41.031728,21.329358,2,53m²,Струја,2кат,ВоЗграда,Воградба,Празен,Да,2021,1Балкон,1,Не,1Паркинг,Запад,КАСАРНА,2022
211,38000€,41.031728,21.329358,3,60m²,Струја,Поткровје,ВоЗграда,Реновиран,Наместен,Не,2000,1Балкон,1,Не,1Паркинг,Исток,БАТАЛЈОНСТИВНАУМОВ,2011
212,56000€,41.949632,21.502494,3,60m²,Централно,5кат,ВоЗграда,Стар,Празен,Не,,1Балкон,1,Да,Нема,Југ,,
213,51000€,41.991502,21.39781,2,59m²,Централно,4кат,ВоЗграда,Стар,Празен,Не,,1Балкон,1,Да,Нема,Север,,
214,85000€,41.9857444492107,21.478364847702,3,83m²,Централно,12кат,ВоЗграда,Реновиран,Наместен,Да,1986,1Балкон,1,Да,Нема,Северозапад,BULASNOMbr156/77,2013
215,750€,41.031728,21.329358,4,116m²,Дрва,Поткровје,ВоЗграда,Нов,Празен,Не,2010,2Балкони,2,Не,1Паркинг,Југозапад,ПОШИРОКЦЕНТАР,2010
216,30000€,42.009423,20.971549,2,50m²,Струја,1кат,ВоЗграда,Нов,Празен,Да,,1Балкон,1,Да,1Паркинг,Северозапад,,
217,900€,41.031728,21.329358,3,80m²,Струја,1кат,ВоЗграда,Нов,Празен,Да,2020,2Балкони,1,Да,1Паркинг,Исток,ОБЛАСТА,2021
218,124000€,41.111733,20.798579,4,124m²,Струја,3кат,ВоЗграда,Нов,Наместен,Да,,2Балкони,Повеќеод2,Не,2Паркингместа,Југоисток,,
219,1€,41.924335,22.404964,4,100m²,Дрва,5кат,ВоЗграда,Нов,Наместен,Не,,2Балкони,2,Да,1Паркинг,Исток,Sividom1vimaj,
220,1350€,41.949632,21.502494,3,62m²,Друго,4кат,ВоЗграда,Нов,Наместен,Да,2017,Нема,1,Не,Нема,Југоисток,Ul1615br20Cevahir,2021
221,45000€,41.993825,21.436139,2,53m²,Нема,4кат,ВоЗграда,Стар,Наместен,Да,1980,1Балкон,1,Не,1Паркинг,Југ,Cair,1980
222,25€,41.113573971645,20.8018888459244,1,20m²,Струја,4кат,ВоЗграда,Нов,Луксузен,Да,,1Балкон,1,Не,1Паркинг,Запад,Partizanska3Ohrid,
223,1250€,41.991502,21.39781,6,151m²,Централно,2кат,ВоЗграда,Нов,Празен,Не,2022,2Балкони,Повеќеод2,Не,2Паркингместа,Југ,SkopjenaselbaKozle,
224,1299€,41.949632,21.502494,3,77m²,Централно,>15кат,ВоЗграда,Нов,Луксузен,Да,2018,1Балкон,2,Не,1Паркинг,Исток,"naselbaAERODROM""DJEVAIRHOLDING""",
225,1200€,41.111733,20.798579,2,47m²,Струја,1кат,ВоЗграда,Реновиран,Празен,Не,,1Балкон,1,Не,1Паркинг,Северозапад,UlTuristicka,
226,94999€,42.0002283272253,21.417302894104,3,69m²,Централно,Приземје,ВоЗграда,Нов,Празен,Да,2013,1Тераса,2,Не,1Паркинг,Југоисток,"DebarMaalovoblizinana""SILBO""pekara",2020
227,1100€,42.0027256143091,21.4008355317688,4,115m²,Централно,2кат,ВоЗграда,Реновиран,Празен,Да,2000,2Балкони,2,Не,1Паркинг,Југ,"Leptokarijanaglavnaulica""Partizanska""",2020
228,80999€,41.9823725115648,21.4370725993729,4,73m²,Централно,Приземје,ВоЗграда,Нов,Празен,Да,2010,1Тераса,2,Не,1Паркинг,Југ,"KiselaVodadoOU""PartenijZografski""",2020
229,89999€,41.9944467029885,21.4463701231326,3,65m²,Централно,5кат,ВоЗграда,Нов,Полунаместен,Да,2017,1Балкон,2,Не,1Паркинг,Југ,"strogcentar-MadjarMaalodo""NBRM""",2021
230,109999€,41.978187,21.427388,35,92m²,Централно,2кат,ВоЗграда,Нов,Празен,Да,2012,1Тераса,2,Да,1Гаража,Исток,"nad""MVR""naselbaCrnice",2020
231,1€,41.1109680525834,20.807317821309,25,50m²,Струја,1кат,ВоЗграда,Нов,Празен,Да,2021,1Балкон,1,Да,1Паркинг,Запад,SlavejPlanina,
232,1150€,41.9871559846556,21.448635242981,4,75m²,Централно,5кат,ВоЗграда,Стар,Празен,Да,,1Балкон,1,Не,1Паркинг,Југ,АнастасМитрев27/1-28,
233,1€,41.0417305048996,21.340515989502,4,66m²,Друго,1кат,ВоЗграда,Воградба,Празен,Не,2022,1Балкон,1,Не,1Гаража,Југоисток,улШирока-Битола,
234,56100€,41.949632,21.502494,2,48m²,Централно,3кат,ВоЗграда,Реновиран,Наместен,Не,,1Тераса,1,Да,Повеќеод3паркингместа,Запад,СКОПЈЕ,
235,1€,41.978187,21.427388,2,1m²,Централно,3кат,ВоЗграда,Нов,Празен,Да,,1Тераса,1,Да,1Паркинг,Југ,СКОПЈЕ,
236,62000€,41.9870695865131,21.4519291484375,2,56m²,Струја,3кат,ВоЗграда,Реновиран,Празен,Да,,1Тераса,1,Не,Повеќеод3паркингместа,Северозапад,СКОПЈЕ,
