,Цена,Латитуда,Лонгитуда,Марка,Модел,Година,Гориво,Менувач,Каросерија,Боја,Регистрација,Регистриранадо,Силанамоторот,Kласанаемисија,Километри
1878,4700€,42.205478,22.333429,BMW,320,2004,Дизел,Рачен,Седани,Сива,Македонска,092020,110kw/150ks,Еуро4,190000
1879,5666€,42.205478,22.333429,VWVolkswagen,Golf,2009,Дизел,Рачен,Хеџбек,Сива,Македонска,012019,77kw/105ks,Еуро4,180000
1880,1100€,42.073867,21.118206,Lada,Niva,1989,Бензин/Плин,Рачен,Теренци-SUV,Бела,Македонска,072018,60kw/82ks,Еуро3,35000
1881,5199€,42.009423,20.971549,Citroen,C3,2011,Дизел,Рачен,Хеџбек,Сива,Македонска,032021,51kw/69ks,Еуро5,120000
1882,1000€,41.9913883099478,21.4531576243953,Hyundai,Accent,2000,Бензин/Плин,Рачен,Седани,Црвена,Македонска,122020,66kw/90ks,Еуро3,180000
1883,1600€,41.9870695865131,21.4519291484375,Fiat,Stilo,2002,Дизел,Рачен,Хеџбек,Сива,Македонска,012021,85kw/116ks,Еуро6,190000
1884,950€,41.745515,22.19396,Daewoo,Lanos,1999,Бензин/Плин,Рачен,Седани,Сина,Македонска,072020,63kw/86ks,Еуро2,130000
1885,3700€,41.9870695865131,21.4519291484375,VWVolkswagen,Touran,2004,Дизел,Рачен,Хеџбек,Црна,Македонска,052021,100kw/136ks,Еуро4,190000
1886,600€,41.9870695865131,21.4519291484375,Citroen,ZX,1995,Дизел,Рачен,Хеџбек,Зелена,Македонска,092020,9kw/12ks,Останато,190000
1887,3450€,41.9870695865131,21.4519291484375,Mazda,3,2004,Дизел,Рачен,Хеџбек,Сива,Македонска,012021,0kw/0ks,Останато,200000
1888,По договор,41.9870695865131,21.4519291484375,VWVolkswagen,Passat,2006,Дизел,Рачен,,,Македонска,112020,140kw/190ks,Еуро3,160000
1889,9600€,41.9870695865131,21.4519291484375,Skoda,Superb,2009,Дизел,Автоматски,Седани,Сина,Македонска,082021,120kw/163ks,Еуро5,160000
1890,3000€,41.715954,21.770997,Mitsubishi,Colt,2005,Дизел,Рачен,Хеџбек,Сива,Македонска,062021,50kw/68ks,Еуро4,150000
1891,320€,42.052075,21.450415,Yugo,45,1992,Бензин/Плин,Рачен,Maлиградски,Бела,Македонска,052020,33kw/45ks,Останато,95000
1892,150€,41.346182,21.553379,Opel,Zafira,2002,Дизел,Рачен,Моноволумен,Сива,Македонска,012021,77kw/105ks,Еуро3,250000
1893,8400€,41.9870695865131,21.4519291484375,Mazda,6,2009,Дизел,Рачен,Седани,Сива,Македонска,042021,105kw/143ks,Еуро4,200000
1894,5000€,41.949632,21.502494,Opel,Zafira,2008,Дизел,Рачен,Каравани,Црна,Македонска,012021,0kw/0ks,Останато,200000
1895,2600€,42.013646,21.32586,Opel,Astra,2006,Дизел,Рачен,Каравани,Црна,Македонска,112020,74kw/101ks,Еуро4,250000
1896,2800€,42.009423,20.971549,BMW,320,1998,Дизел,Рачен,Седани,Сива,Македонска,022021,100kw/136ks,Останато,250000
1897,1€,41.440569,22.639528,Audi,A5,2008,Дизел,Рачен,Останато,,Македонска,122021,1kw/1ks,Еуро5,200000
1898,По договор,42.009423,20.971549,Fiat,Punto,2002,Дизел,Рачен,Хеџбек,Сина,Странска,072018,0kw/0ks,Еуро4,170000
1899,По договор,41.978187,21.427388,Fiat,Punto,2010,Бензин,Рачен,Maлиградски,Сива,Македонска,082018,44kw/60ks,Еуро1,25000
1900,7€,41.9870695865131,21.4519291484375,Audi,A3,2009,Дизел,Рачен,Хеџбек,Црна,Македонска,012021,77kw/105ks,Еуро4,140000
1901,1800€,41.440569,22.639528,Renault,Scenic,1999,Бензин/Плин,Рачен,Хеџбек,Сива,Македонска,032021,110kw/150ks,Останато,200000
1902,100€,41.9870695865131,21.4519291484375,Peugeot,206,1999,Дизел,Рачен,Maлиградски,Сива,Македонска,082020,55kw/75ks,Еуро2,150000
1903,9999€,41.9870695865131,21.4519291484375,Mini,Countryman,2011,Дизел,Рачен,Теренци-SUV,Бела,Македонска,092021,82kw/111ks,Еуро5,190000
1904,1€,41.949632,21.502494,Skoda,Fabia,2011,Дизел,Рачен,Хеџбек,Бела,Македонска,062021,55kw/75ks,Еуро5,150000
1905,550€,41.635743,22.470056,Ford,Mondeo,1997,Бензин,Рачен,Каравани,Зелена,Македонска,122020,85kw/116ks,Еуро4,250000
1906,3750€,42.0768332158365,22.1770268046875,Fiat,Sedici,2008,Дизел,Рачен,,Сива,Македонска,122020,89kw/121ks,Еуро4,200000
1907,4000€,41.9870695865131,21.4519291484375,VWVolkswagen,Passat,2006,Дизел,Автоматски,Каравани,Сива,Македонска,102020,140kw/190ks,Еуро4,200000
1908,1€,41.9564824299142,21.4226113555196,BMW,320,2009,Дизел,Автоматски,Каравани,Сина,Македонска,062020,130kw/177ks,,200000
1909,3550€,41.14712,22.507161,Opel,Astra,2007,Дизел,Рачен,Хеџбек,Црна,Македонска,052020,129kw/175ks,Еуро3,25000
1910,808883005€,41.315781,22.566826,Audi,A6,2006,Дизел,Автоматски,Седани,Сина,Македонска,062020,100kw/136ks,Еуро4,200000
1911,7500€,41.031728,21.329358,VWVolkswagen,Passat,2013,Бензин,Автоматски,Каравани,Сива,Странска,062021,120kw/163ks,Еуро5,200000
1912,1€,42.00877,21.45126,Hyundai,i30,2008,Дизел,Рачен,Хеџбек,Сива,Македонска,062019,66kw/90ks,,150000
1913,2000€,41.438304,22.004864,Opel,Vectra,1999,Дизел,Рачен,Седани,Сива,Македонска,062021,74kw/101ks,Еуро3,190000
1914,3000€,41.9870695865131,21.4519291484375,Audi,A6,1997,Бензин/Плин,Рачен,Седани,Црна,Македонска,122020,110kw/150ks,Еуро3,95000
1915,1€,42.009423,20.971549,Opel,Corsa,2000,Бензин,Рачен,Хеџбек,Сина,Македонска,032021,48kw/65ks,Еуро3,200000
1916,1300€,42.132926,21.715878,Fiat,Punto,1999,Бензин,Рачен,Maлиградски,Црвена,Македонска,112021,60kw/82ks,Еуро3,250000
1917,По договор,41.438304,22.004864,Opel,Zafira,2003,Дизел,Рачен,Моноволумен,Сива,Странска,012020,92kw/125ks,Еуро3,190000
1918,5500€,41.9870695865131,21.4519291484375,BMW,120,2005,Дизел,Рачен,Maлиградски,Сива,Македонска,022021,120kw/163ks,Еуро4,250000
1919,2450€,41.14712,22.507161,VWVolkswagen,Golf,2000,Бензин,Рачен,Каравани,Сива,Македонска,062021,84kw/114ks,Еуро3,200000
1920,1€,41.9766727227627,21.4943721145391,AlfaRomeo,GTV,1999,Бензин,Рачен,Купеа,Црвена,Странска,,,,170000
1921,1100€,41.924335,22.404964,Ford,Escort,1996,Дизел,Рачен,Седани,Бела,Македонска,092020,66kw/90ks,Еуро3,190000
1922,2950€,41.9512360703518,21.503551421614,Audi,A3,2002,Дизел,Рачен,Хеџбек,Сива,Македонска,102020,96kw/131ks,Еуро4,250000
1923,По договор,42.205478,22.333429,VWVolkswagen,Passat,2010,Дизел,Рачен,Каравани,Златна,Македонска,012021,103kw/140ks,Еуро5,190000
1924,4000€,41.9870695865131,21.4519291484375,Peugeot,207,2009,Бензин/Плин,Рачен,Хеџбек,Црна,Македонска,102020,54kw/73ks,Еуро4,180000
1925,1€,42.205478,22.333429,VWVolkswagen,Touran,2007,Дизел,Рачен,Моноволумен,Црна,Македонска,012019,77kw/105ks,Еуро4,190000
1926,7999€,41.9936035220945,21.4382017399475,Audi,A6,2003,Дизел,Полуавтоматски,Каравани,Сина,Македонска,042021,132kw/179ks,Еуро3,200000
1927,2900€,41.440569,22.639528,Citroen,C3,2004,Дизел,Рачен,Maлиградски,Сива,Македонска,112020,66kw/90ks,Еуро4,190000
1928,6300€,42.205478,22.333429,Opel,Astra,2010,Дизел,Рачен,Хеџбек,Црна,Македонска,072019,92kw/125ks,Еуро5,190000
1929,2200€,41.440569,22.639528,Renault,Scenic,2001,Дизел,Рачен,Хеџбек,Сива,Македонска,062021,75kw/102ks,Еуро4,200000
1930,6490€,41.9389901249919,21.5170828942871,Opel,Astra,2010,Дизел,Рачен,Хеџбек,Сина,Македонска,082021,81kw/110ks,Еуро5,180000
1931,По договор,41.9870695865131,21.4519291484375,Citroen,C3,2006,Бензин/Плин,Рачен,Maлиградски,Црна,Македонска,092021,55kw/75ks,Еуро4,160000
1932,4600€,41.111733,20.798579,VWVolkswagen,Golf,2006,Дизел,Рачен,Хеџбек,Бела,Македонска,072020,77kw/105ks,Еуро4,170000
1933,1400€,41.4088576791294,22.2442909956734,VWVolkswagen,Golf,1999,Бензин,Рачен,Хеџбек,Сина,Македонска,082019,55kw/75ks,Еуро4,200000
1934,1€,42.009423,20.971549,Opel,Frontera,1995,Дизел,Рачен,,Сива,Македонска,012018,28kw/38ks,Еуро1,
1935,11€,41.635743,22.470056,VWVolkswagen,Golf,2006,Дизел,Рачен,Хеџбек,Сива,Македонска,082020,77kw/105ks,Еуро4,20000
1936,3200€,41.346182,21.553379,Renault,Megane,2007,Дизел,Рачен,Каравани,Сива,Македонска,082021,78kw/106ks,Еуро4,15000
1937,2550€,41.346182,21.553379,Peugeot,307,2002,Дизел,Рачен,Каравани,Сива,Македонска,052021,79kw/107ks,Еуро3,250000
1938,1€,41.9870695865131,21.4519291484375,Fiat,Doblo,2005,Дизел,Рачен,Моноволумен,Црна,Македонска,042019,100kw/136ks,,100000
1939,3800€,41.9870695865131,21.4519291484375,Opel,Zafira,2005,Дизел,Рачен,Моноволумен,Златна,Македонска,032021,110kw/150ks,Еуро4,200000
1940,5000€,41.440569,22.639528,Seat,Altea,2005,Дизел,Рачен,Моноволумен,Сива,Македонска,012021,170kw/231ks,Еуро4,200000
1941,8500€,41.438304,22.004864,Opel,Insignia,2009,Бензин,Рачен,Седани,Црна,Македонска,092021,103kw/140ks,Еуро5,170000
1942,По договор,41.978187,21.427388,Toyota,Corolla,2000,Дизел,Рачен,Хеџбек,Црна,Македонска,012021,0kw/0ks,Останато,
1943,3300€,41.801881,20.913259,Opel,Astra,2004,Бензин/Плин,Рачен,Хеџбек,Сива,Македонска,122019,1kw/1ks,,170000
1944,5000€,41.9870695865131,21.4519291484375,Audi,A4,2007,Дизел,Автоматски,Каравани,Црна,Македонска,032020,96kw/131ks,,200000
1945,3500€,41.440569,22.639528,Peugeot,307,2005,Дизел,Рачен,Хеџбек,Сива,Македонска,072020,66kw/90ks,Еуро4,190000
1946,2700€,41.995490311603,21.4289265239258,Opel,Meriva,2003,Дизел,Рачен,Моноволумен,Сива,Македонска,052021,74kw/101ks,Еуро4,130000
1947,2800€,42.009423,20.971549,BMW,320,1998,Дизел,Рачен,Седани,Сива,Македонска,022021,100kw/136ks,Останато,250000
1948,2600€,41.090247,21.016781,BMW,318,1998,Бензин,Рачен,Седани,Црвена,Македонска,112020,77kw/105ks,Еуро3,200000
1949,2900€,41.14712,22.507161,Renault,Megane,2004,Дизел,Рачен,Хеџбек,Сина,Македонска,102020,88kw/120ks,Останато,190000
1950,1€,42.00877,21.45126,VWVolkswagen,Polo,2015,Дизел,Рачен,Хеџбек,Црна,Македонска,012021,66kw/90ks,Еуро5,120000
1951,2500€,41.440569,22.639528,Mercedes-Benz,C220,2004,Дизел,Рачен,Купеа,Црна,Странска,092020,100kw/136ks,Еуро4,250000
1952,2800€,42.132926,21.715878,Renault,Megane,2004,Дизел,Рачен,Хеџбек,Црна,Македонска,052021,60kw/82ks,Еуро4,200000
1953,6500€,41.440569,22.639528,Skoda,Octavia,2010,Дизел,Рачен,Седани,Бела,Македонска,062021,103kw/140ks,Еуро4,200000
1954,5200€,41.715954,21.770997,Nissan,X-Trail,2006,Дизел,Рачен,Теренци-SUV,Црна,Македонска,122020,100kw/136ks,Еуро4,250000
1955,1500€,41.865485,21.940845,Opel,Vectra,2000,Бензин/Плин,Рачен,,Црвена,Македонска,072021,100kw/136ks,Еуро4,250000
1956,По договор,42.205478,22.333429,Seat,Leon,2006,Дизел,Рачен,Хеџбек,Сива,Македонска,092020,77kw/105ks,Еуро4,200000
1957,3400€,42.132926,21.715878,Peugeot,407,2004,Дизел,Рачен,Седани,Сина,Македонска,082020,100kw/136ks,Еуро4,200000
1958,3400€,42.132926,21.715878,Peugeot,407,2004,Дизел,Рачен,Седани,Сина,Македонска,082020,100kw/136ks,Еуро4,200000
1959,666€,41.9870695865131,21.4519291484375,Renault,Kangoo,2000,Бензин/Плин,Рачен,Моноволумен,Сина,Македонска,012019,70kw/95ks,Еуро4,150000
1960,2300€,41.031728,21.329358,Renault,Megane,2006,Дизел,Рачен,Кабриолети,,Странска,012021,96kw/131ks,Еуро4,250000
1961,По договор,41.9870695865131,21.4519291484375,Други,,2011,Хибрид,Полуавтоматски,Останато,Бела,Македонска,082019,55kw/75ks,Останато,35000
1962,1450МКД,41.031728,21.329358,Audi,A6,1998,Дизел,Рачен,Седани,Црна,Македонска,,,,85000
1963,3000€,41.801881,20.913259,Kia,Carnival,2004,Дизел,Рачен,Моноволумен,Сива,Македонска,092021,100kw/136ks,Еуро3,160000
1964,2300€,41.031728,21.329358,Peugeot,307,2002,Дизел,Рачен,Хеџбек,Сина,Македонска,032021,66kw/90ks,Останато,300000
1965,1€,41.438304,22.004864,Peugeot,407,2005,Дизел,Рачен,Седани,Сива,Странска,082020,136kw/185ks,Еуро4,200000
1966,По договор,41.9870695865131,21.4519291484375,Hyundai,Tucson,2008,Бензин/Плин,Рачен,Теренци-SUV,Сива,Македонска,012021,104kw/141ks,Еуро4,120000
1967,1€,41.9870695865131,21.4519291484375,Skoda,Octavia,2009,Бензин/Плин,Рачен,Хеџбек,Бела,Македонска,122020,55kw/75ks,,150000
1968,87878787€,41.440569,22.639528,Audi,A3,2009,Дизел,Рачен,Останато,Златна,Македонска,122021,1kw/1ks,Еуро5,190000
1969,2000€,41.9870695865131,21.4519291484375,Seat,Ibiza,2003,Дизел,Рачен,Хеџбек,Сина,Македонска,102020,96kw/131ks,Еуро3,200000
1970,87878787€,41.440569,22.639528,Peugeot,207,2007,Дизел,Рачен,Останато,Златна,Македонска,122021,1kw/1ks,Еуро5,180000
1971,4350€,42.132926,21.715878,Toyota,Corolla,2005,Бензин/Плин,Рачен,Хеџбек,Сива,Македонска,062021,150kw/204ks,Еуро5,180000
1972,2900€,41.9870695865131,21.4519291484375,AlfaRomeo,Alfa147,2006,Бензин/Плин,Рачен,Maлиградски,Црна,Македонска,062021,77kw/105ks,Еуро4,140000
1973,1000€,41.346182,21.553379,Renault,Espace,1999,Дизел,Рачен,Моноволумен,Сива,Македонска,122019,110kw/150ks,Еуро6,
1974,1150€,41.865485,21.940845,Lada,Niva,1989,Бензин/Плин,Рачен,Теренци-SUV,Бела,Македонска,062018,160kw/218ks,,130000
