,price,make,model,year,fuel,distance_in_km,transmission,type,color,registration,registered_till,HP,standard,KW
630,По договор,BMW,530,2011,Дизел,200000,Автоматски,Седани,Бела,Македонска,102021,360,Еуро5,265
640,По договор,Smart,ForTwo,2004,Бензин,110000,Полуавтоматски,Maлиградски,Бела,Македонска,62022,50,Еуро4,37
647,По договор,BMW,318,2013,Дизел,200000,Автоматски,Седани,Златна,Македонска,102021,136,Еуро5,100
657,По договор,VWVolkswagen,Golf,2004,Дизел,200000,Рачен,Хеџбек,Сина,Македонска,62022,105,Еуро4,77
660,По договор,Opel,Vectra,2002,Дизел,250000,Рачен,Седани,Црна,Македонска,12022,125,Еуро3,92
666,По договор,Ford,C-Max,2007,Дизел,200000,Рачен,Моноволумен,Црна,Странска,82021,109,Еуро4,80
680,По договор,Audi,A3,2010,Дизел,170000,Рачен,Седани,Сива,Македонска,22022,136,Еуро5,100
684,По договор,Porsche,Cayenne,2012,Дизел,190000,Автоматски,Хеџбек,Бела,Странска,82021,0,Еуро6,0
691,По договор,BMW,120,2007,Дизел,200000,Рачен,Хеџбек,Сива,Македонска,12022,163,Останато,120
719,По договор,BMW,118,2008,Дизел,190000,Рачен,Седани,Црвена,Македонска,12020,143,Еуро5,105
720,По договор,Audi,A3,2010,Дизел,170000,Рачен,Седани,Сива,Македонска,22022,143,Еуро5,105
740,По договор,VWVolkswagen,Polo,2007,Бензин,140000,Рачен,Maлиградски,Сива,Македонска,12021,68,Еуро4,50
767,По договор,Renault,Scenic,2004,Дизел,500000,Рачен,Хеџбек,Црвена,Македонска,32021,120,Еуро4,88
790,По договор,Lada,110,2002,Бензин,90000,Рачен,Останато,Сива,Македонска,12020,0,Останато,0
801,По договор,VWVolkswagen,Passat,2013,Дизел,140000,Автоматски,Каравани,Бела,Македонска,311625,140,Еуро5,103
817,По договор,Peugeot,307,2005,Дизел,250000,Рачен,Каравани,Сина,Македонска,22022,109,Еуро4,80
819,По договор,Opel,Astra,2007,Дизел,200000,Рачен,Хеџбек,Сина,Македонска,112021,105,Еуро4,77
839,По договор,Fiat,Stilo,2004,Дизел,200000,Рачен,Каравани,Црна,Македонска,611625,116,Еуро4,85
852,По договор,Mercedes-Benz,B180,2005,Дизел,200000,Автоматски,Теренци-SUV,Црвена,Македонска,211625,109,Еуро4,80
872,По договор,Toyota,Corona,1987,Бензин/Плин,300000,Автоматски,Седани,Бела,Македонска,12019,68,Еуро1,50
908,По договор,Peugeot,307,2004,Бензин/Плин,160000,Рачен,Каравани,Црвена,Македонска,102021,136,Еуро4,100
913,По договор,Fiat,500,2009,Бензин,85000,Рачен,Maлиградски,Црвена,Македонска,12022,82,Еуро4,60
915,По договор,Mercedes-Benz,C220,2001,Дизел,300000,Автоматски,Седани,Црна,Македонска,102021,143,Еуро3,105
932,По договор,VWVolkswagen,up!,2014,Бензин,200000,Рачен,Maлиградски,Црвена,Македонска,122020,60,Еуро5,44
981,По договор,Mercedes-Benz,200,2001,Дизел,50000,Рачен,Седани,Сива,Македонска,122022,340,Еуро1,250
1009,По договор,Dacija,Sandero,2015,Бензин,110000,Рачен,Maлиградски,Бела,Македонска,12022,75,Еуро4,55
1022,По договор,VWVolkswagen,Golf,2006,Бензин,150000,Рачен,Хеџбек,Сива,Македонска,32022,90,Еуро5,66
1026,По договор,Fiat,Punto,2011,Бензин,140000,Рачен,Седани,Бела,Македонска,12021,77,Еуро5,57
1086,По договор,VWVolkswagen,Jetta,2007,Дизел,200000,Рачен,Седани,Сина,Македонска,72021,105,Еуро4,77
1114,По договор,VWVolkswagen,Golf,2011,Дизел,180000,Рачен,Хеџбек,Сива,Македонска,12021,105,Еуро5,77
1133,По договор,VWVolkswagen,Passat,1998,Дизел,500000,Рачен,Седани,Бела,Македонска,122021,90,Еуро3,66
1134,По договор,VWVolkswagen,Golf,2008,Дизел,190000,Рачен,Седани,Сива,Македонска,52022,143,Еуро4,105
1142,По договор,Toyota,Corolla,2006,Дизел,140000,Автоматски,Хеџбек,Сива,Македонска,52022,90,Еуро4,66
1144,По договор,Suzuki,Alto,2009,Бензин,120000,Рачен,Maлиградски,Црвена,Странска,72021,68,Еуро5,50
1150,По договор,Peugeot,308,2008,Дизел,190000,Рачен,Каравани,Бела,Македонска,122021,110,Еуро4,81
1173,По договор,Opel,Corsa,2008,Бензин,110000,Рачен,Maлиградски,Сива,Македонска,62021,75,Еуро5,55
1177,По договор,Ford,Fiesta,2007,Дизел,190000,Рачен,Maлиградски,Црвена,Македонска,122021,82,Еуро5,60
1179,По договор,Fiat,GrandePunto,2007,Бензин,160000,Рачен,Хеџбек,Сива,Странска,62021,88,Еуро4,65
1242,По договор,Mercedes-Benz,E270,2003,Дизел,200000,Автоматски,Седани,Бела,Македонска,12022,177,Останато,130
1254,По договор,Skoda,Felicia,1995,Бензин,150000,Рачен,Хеџбек,Бела,Македонска,12022,61,Еуро4,45
1256,По договор,VWVolkswagen,Golf,2010,Бензин/Плин,5000,Автоматски,Хеџбек,Сива,Македонска,52022,150,Еуро5,110
1264,По договор,Lada,Niva,2018,Бензин,5000,Рачен,Maлиградски,Црна,Македонска,12022,272,Еуро1,200
1276,По договор,Seat,Ibiza,2008,Дизел,140000,Рачен,Maлиградски,Црна,Македонска,12021,101,Еуро5,74
1298,По договор,VWVolkswagen,Golf,2008,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,12020,136,Еуро4,100
1322,По договор,Peugeot,3008,2009,Дизел,180000,Рачен,Моноволумен,Сива,Македонска,12021,109,Еуро5,80
1338,По договор,Peugeot,206,2004,Бензин/Плин,200000,Рачен,Каравани,Бела,Македонска,52022,61,Еуро4,45
1358,По договор,Fiat,Punto,2006,Бензин,150000,Рачен,Maлиградски,Сина,Македонска,12021,75,Еуро4,55
1366,По договор,Mercedes-Benz,B180,2007,Дизел,190000,Рачен,Хеџбек,Златна,Македонска,12020,109,Еуро4,80
1367,По договор,VWVolkswagen,Golf,2014,Дизел,170000,Полуавтоматски,Седани,Сина,Македонска,62022,110,Еуро6,81
1379,По договор,Mercedes-Benz,E270,2003,Дизел,200000,Автоматски,Седани,Бела,Македонска,12022,177,Останато,130
1383,По договор,Audi,A3,2007,Дизел,150000,Рачен,Седани,Црна,Македонска,62021,170,Еуро4,125
1391,По договор,Mercedes-Benz,E270,2003,Дизел,200000,Автоматски,Седани,Бела,Македонска,12022,177,Останато,130
1398,По договор,Toyota,Corolla,2001,Бензин,110000,Рачен,Седани,Сина,Македонска,22020,97,Еуро3,71
1408,По договор,Audi,A4,2008,Дизел,190000,Рачен,Седани,Црна,Македонска,112021,140,Еуро4,103
1424,По договор,Mercedes-Benz,270,2002,Дизел,250000,Автоматски,Седани,Сива,Македонска,511625,170,Еуро3,125
1443,По договор,BMW,118,2007,Дизел,190000,Рачен,Хеџбек,Сина,Македонска,62022,116,Еуро4,85
1445,По договор,VWVolkswagen,Touareg,2013,Дизел,200000,Автоматски,Теренци-SUV,Златна,Македонска,62020,1,Еуро6,1
1446,По договор,VWVolkswagen,GolfPlus,2005,Бензин,140000,Рачен,Хеџбек,Сива,Македонска,32021,105,Еуро4,77
1447,По договор,Nissan,Qashqai,2009,Дизел,190000,Рачен,Теренци-SUV,Сива,Македонска,12022,107,Еуро4,79
1448,По договор,Toyota,Celica,2001,Бензин,110000,Рачен,Купеа,Сина,Македонска,12020,0,Еуро3,0
1487,По договор,BMW,320,2006,Дизел,190000,Автоматски,Седани,Сива,Македонска,12021,163,Еуро4,120
1488,По договор,BMW,X5,2009,Дизел,190000,Автоматски,Теренци-SUV,Црна,Македонска,12022,286,Еуро5,210
1511,По договор,Citroen,C1,2008,Дизел,140000,Рачен,Maлиградски,Црна,Странска,72021,54,Еуро4,40
1523,По договор,Citroen,C5,2008,Дизел,200000,Автоматски,Седани,Црна,Македонска,92021,204,Еуро5,150
1528,По договор,Mercedes-Benz,A200,2007,Дизел,200000,Рачен,Maлиградски,Сива,Странска,12021,0,Еуро4,0
1543,По договор,Opel,Corsa,2009,Дизел,190000,Рачен,Maлиградски,Сина,Македонска,12021,90,Еуро5,66
1553,По договор,VWVolkswagen,Touran,2004,Дизел,250000,Рачен,Каравани,Сина,Македонска,511625,190,Еуро4,140
1564,По договор,Audi,Q5,2009,Дизел,200000,Автоматски,Теренци-SUV,Бела,Македонска,22022,239,Еуро5,176
1565,По договор,Citroen,C1,2013,Бензин,90000,Рачен,Maлиградски,Црвена,Македонска,12021,68,Еуро5,50
1566,По договор,VWVolkswagen,Golf,2009,Дизел,180000,Автоматски,Седани,Црна,Македонска,12020,136,Еуро5,100
1574,По договор,Citroen,C3Picasso,2010,Дизел,170000,Рачен,Моноволумен,Сива,Македонска,12021,109,Еуро5,80
